StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q17,,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q6_1,Q6_2,Q6_3,Q6_4,Q9,Q10,Q11_1,Q12,Q13,Q14,Q15,Q16,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20,Q21
6/15/23 13:47,6/15/23 14:06,IP Address,209.6.3.166,100,1168,TRUE,6/15/23 14:06,R_1reSzR8C1lzpf9R,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday36,StudiousSky,,5,3,5,5,4,6,4,A little bit true,Mostly true,A little bit true,Mostly true,A little bit true,A little bit false,A little bit true,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,"The independent variable is the amount of fertilizer - in pot A, 10 milliliters are being added, but in pot B, 0 milliliters are being added. The amount of fertilizer is changing and the dependent variable is the growth or height of the flowering plants.",1984,"They are related because foxes eat rabbits, so if the foxes begin eating all the rabbits, there will be more of the foxes and less of the rabbits. If there are less foxes, then the rabbit population goes up because its predator is gone.","The optimal amount of fertilizer used to grow the most rice is from 70 to 100 units of nitrogen per area. We know this because the most kilograms of rice per area is 26.2, though area 8 with 120 units of nitrogen per area is 26.1 kilograms, which is close. The table shows that 70, 80, and 100 units of nitrogen per area produces 26.2 kilograms of rice, and that's the highest amount. Therefore, the best amount of fertilizer per area is 70 to 100 units of nitrogen.","The bird watcher would be comparing how many birds eat each type of seed, so the independent variable would be the two kinds of seeds. The dependent variable would be how many birds go to eat the seeds. She would have to watch all the birds to count how many go to each type of seed, or count which pile of seeds has the least amount left over, meaning it's the most popular one. She could lay out two piles of seeds side by side but separate for one day and at the end, she could see how many is left of each.","Some corals are vibrant and healthy because the temperatures are lower there. Meanwhile, other corals seem white and lifeless because the rising ocean temperatures are harming them and the temperature is in their ""stress ranges"" (from the game). Also, they may appear very colorful because there is enough algae inside of them to provide the sugars for the oranges, blues, pinks, and more. In return, the coral can give the algae nutrients. The white coral may not have algae to make them pretty and happy, and if they don't have any algae to give nutrients to, the coral just doesn't get sugar, either.","The Asian silver carp will not affect all the different fish populations in Lake Erie in the same way. The shad's population has decreased by 20% and its prey includes small plants and animals, so a possibility is that the carp also eats the same prey, therefore competing with each other, or the carp just directly eats the shad. It could be an indirect or direct connection. The shiner's population also decreased - by 35% - and its prey is the same thing as the shad's. Again, it could be that the silver carp eats the same prey and is eating more than the shad and shiner, or the silver carp simply eats the shad and shiner. Finally, the smallmouth bass population has increased because it eats Asian silver carp and minnows. It has more prey, can reproduce more, and gain more population.",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"I loved the animation and it was really pretty, and it was realistic.","I didn't like experimenting or observing because it was hard to find relationships, and I also didn't like Vict0r because he didn't give specific enough advice for me.","I think it showed me connections and models, and how to observe and gather data, as well as make models and look at them to learn more from them."
6/15/23 12:58,6/15/23 13:12,IP Address,209.6.3.166,100,802,TRUE,6/15/23 13:12,R_2taFZFPr4wFguo0,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday37,bettercafe,,4,4,4,4,4,4,4,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Mostly true,Do flowering plants grow better when watered with salt water?,I really don't know but I am so i dont know,1990,"y o;as d;qwrtthe thet okay I don't know soooooorrrrry
",I really don't know anything okay so like ya but the game was find it wa hard but ilek ya,"I don't know
because I have ADHD and i am mad right now lol I swear it's true ",So ya it is not graded right so why do it lol soorry I am very sorry,Okay so this is easy dihtkyydjythe konw =mfdsa6juao yu79'h bjhydmc ,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Nothing,Everything and THE DREAMS,delete it sorry
6/15/23 12:59,6/15/23 13:18,IP Address,209.6.3.166,100,1163,TRUE,6/15/23 13:18,R_3iW3JY6JrQ7Qf1p,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday38,Conciselot,,4,3,3,4,5,3,3,Mostly false,A little bit false,A little bit false,A little bit false,A little bit true,A little bit false,A little bit false,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,Because fertilizer is going in the water so they can see the grow taller.,1984,They go up and down.,The effect of the amount of fertilizer on the yield of rice is high. When the amount of fertilizer goes up the yield of rice goes up in kg. ,You put two seeds on different sides and see how many birds will go there. I would collect how many birds go to the seeds. ,Some corals appear colorful and healthy because Coral b pairs up with Algae. ,The Asian silver carp affects the different fish populations in lake Erie in the same way. The first reason is because the bass eats the carp which will increase the bass and decreases shad and shiner. The bass eats the carp. Then theres not enough food for Shad and Shiner fish.,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,It was fun doing the jobs.,Sometimes it should give more hints on what you do.,By the jobs giving you information and the journal. 
6/15/23 12:55,6/15/23 13:15,IP Address,209.6.3.166,100,1211,TRUE,6/15/23 13:15,R_2QxpmKLRnoaGnyb,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday39,CharmingCoal,removed space,3,3,3,3,3,3,3,Mostly false,Mostly false,Definitely false,Definitely false,A little bit false,A little bit false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,Because when they put fertilizer in it is supposed to help it grow more and better.,1986,Because when the rabbits' population goes down the fox do too ,The amount of fertilizer that is added the more added the more it grows because in each area when they said more fertilizer the yield of rice will also go up I think ,You can put 2 bowls of seed and see which bowl has seed with less first ,Coral B needs algae b and coral a algae a ,"Asian silver carp would not affect the fish similarly because not all the fish interact with each other. Not all fish eat each other because certain fish eat plants and other sea creatures. The water, the pH level, light, and temperature could also be why. ",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Everything ,the way it is set up,by making me read the instruction
6/15/23 9:09,6/15/23 9:23,IP Address,209.6.3.166,100,812,TRUE,6/15/23 9:23,R_2TZvVLBdG6pzdf8,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday4,SleekMango,,5,4,5,4,4,5,3,Mostly false,Mostly false,Definitely false,Mostly false,A little bit false,A little bit true,Mostly false,Definitely false,Does fertilizer added to the soil lead to taller flowering plants?,"All the other factors stay the same for the plants, except one plant has fertilizer.",1984,"When there's less foxes, there's a spike in rabbits, and when there's more foxes, there's less rabbits.","Anywhere between 70-100 units of fertilizer yields the most rice. In the table, the highest numbers are 26.2, and that matches up with 70, 80, and 100.","I would put two bird feeders next to each other, and make sure they are the same. Then, I would put the sunflower seeds in one, and thistle seeds in the other, and make them have the same amount. I would also set up a camera, and after a few days, I would look at the video and see which bird food attracted the most birds.","In the model, Algae A provides sugar to Coral A, and Coral A provides nutrients to Algae A. The rising ocean temperatures affect the survival of Algae A, so Coral A is also affected. Algae B provides sugar to Coral B, and Coral B provides nutrients to Algae B. The ocean doesn't affect Algae B, so that's why Coral A is white and dead and Coral B is healthy.","The Asian silver carp doesn't affect all fish in the same way. In the data table, the fish caused the shad and shiner population to decrease, but caused the smallmouth bass to increase. This is because when the Asian silver carp came, its main prey is the same as the shad and shiner, so there's more competition for food. The smallmouth bass eats the Asian silver carp, so there's more prey to go around.",Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,I liked the dreams and characters,Not really,"It was fun playing the game, and that helped me learn science"
6/15/23 13:00,6/15/23 13:29,IP Address,209.6.3.166,100,1767,TRUE,6/15/23 13:29,R_3ijVBmEgyNCetPl,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday40,NiceStamp,,4,3,3,5,4,4,3,A little bit false,Mostly false,Mostly false,Definitely false,A little bit true,Mostly false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,Because the only visible difference between the two plants in the test above is the fact that one of the plants is being given fertilizer.,1983,"When there are fewer adult rabbits, the fox population goes down.",70 to 120 units of fertilizer added to the fields will give the highest yield of rice. I think this because this amount of fertilizer on the fields consistently gave the highest amount of rice yield.,"First, set up a bird feeder full of sunflower seeds in her backyard, then put up a camera to count the amount of birds that come to the feeder at the end of the week. Then I would find a week where the conditions were about the same and set up the bird feeder again full of thistle seeds. Like before, set up a camera and count the amount of birds that come. At the end of the week, count the amount of birds that came over to the bird feeder, or birds that were attracted by the bird feeder. This would compare how many birds come per week based on what type of food it is.","Coral B and Algae B have a mutually beneficial relationship to help each other survive, so they only need each other. But Algae A, doesn't only need coral A, it also needs the right temperature. So when the temperature changes, algae A dies, and since coral A needs algae A to survive, coral A dies too.","Asian silver carp affects all fish, just not the same way.
Asian silver carp affect Shad, by taking their food source, they affect Shiner by also eating their food source, and that affects Small mouth bass, by feeding them. I think this is because if Asian silver carp don't eat other fish, they must eat plants, so that means they might be eating the Shad and Shiner food source, that's why they're dying. But they are food for Small mouth bass, so since they have more food, they can reproduce more. That's why bass populations have increased.",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,It was nice to play a game and learn more.,"Extremely repetitive and tedious, I would recommend some jobs like you have to search for something, or just something different. I would also like to have a job journal in-game because it's extremely annoying to do your job, report back, go to the job journal, record everything, all for a job just about scanning turtles that took about 3 minutes. Also, I would like if there's a bit more motivation for doing jobs, like make it so that the lower depths is more mysterious and you want to know more.",Help me learn more about the environment.
6/15/23 12:57,6/15/23 13:22,IP Address,209.6.3.166,100,1494,TRUE,6/15/23 13:22,R_24LY6sO0NsDYLCR,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday41,WailingCheck,,6,6,6,6,6,6,6,A little bit false,A little bit true,Mostly false,A little bit false,A little bit true,Mostly false,A little bit true,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,becauseit has only 1 added thing which means it cant be 1234 this is because on 1 itis asking if plants grow better with slated water and we don't even has salted water here next is 2 it is a question that would need two plants with differing amounts of fert. 3 is that same as 1 where they are asking a question about something that would make it uneven like having 2 fert would be betterand 4 is the same,1987,foxes eat rabits so when foxes goes down that might be because of environmental problems or climate or just because they got chased out but when they come back they spike when the rabbits fall this gragh might also not be related because we don't have enough information.,the best amount of fert is 60 because it is the highest but any options from 4-8 is good because they are only . off and this is good for farming,a experment that they could do is for the first week only do sunflower seeds and have a camera that is counting 24/7 and once wehave that we would do they same with the other and once we have all we would compare and see which is greater. i would make sure the time is spring and the weather is 5 degrees apart max from the first day I did it.,when they added rising temps it affected the survival of a and because the two are the same it is the reason,the pop is going down because the bass is eating the new food for the other species. this is shown in the table where the new fish is a small fish so when the bass is eating it the other fish cant. the small fish get eaten by the other two fish that eat small so that is why they don't have food.,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,it was not just about science,job journal ,it helped me understand the procces
6/15/23 12:58,6/15/23 13:05,IP Address,209.6.3.166,100,443,TRUE,6/15/23 13:05,R_2E0jAfIvo8oxulg,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday42,ScalyPolicy,,4,5,4,2,4,3,5,Mostly false,Definitely true,Mostly true,Definitely true,Mostly true,A little bit true,A little bit true,A little bit false,Do flowering plants grow better when watered with salt water?,bruh its talking about the salt water,1984,the more foxes the less rabbits,the more fertilizer the more rice but not to much fertilizer then rice go down,bruh,i aint readin alat,because some fish will eat certain things n all that stuff,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,fun and free to roam story mode type game i guess,nothing could really kill you or really damage u,marine biologist type
6/15/23 12:58,6/15/23 13:04,IP Address,209.6.3.166,100,390,TRUE,6/15/23 13:04,R_2P0CDcx2biSFAMF,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday43,BentSushi,wrote 42 but name matches 43,3,3,3,3,3,3,3,A little bit false,A little bit false,A little bit false,A little bit false,A little bit false,A little bit false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,Because only one plant is being added fertilizer.,1984,"when the population of rabbits went down, so did the foxes.",I dont want tooo,waaaaa,NO,why,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,The quests and exploration,I hated the quest finding lions,It helped us learn what organisms can eat what organisms
6/15/23 12:59,6/15/23 13:10,IP Address,209.6.3.166,100,698,TRUE,6/15/23 13:10,R_3L7HKroaGtEAnDl,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday44,TwoTire,,1,2,2,2,2,2,2,Definitely false,Definitely false,Definitely false,A little bit false,Mostly false,Mostly true,Definitely false,A little bit false,How much fertilizer do flowering plants need?,i just think that,1985,they get bigger and smaller,i have no idea,"i would not collect data
",some die,i have no idea,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,nothing,everything,none
6/15/23 12:57,6/15/23 13:25,IP Address,209.6.3.166,100,1662,TRUE,6/15/23 13:25,R_3LXv2DdB6ky1dLK,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday45,TrustingSilly,,2,3,4,3,4,3,3,Mostly false,Mostly false,Definitely false,Definitely false,A little bit true,A little bit true,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,"Because the student only added fertilizer to one plant and measured the growth, so that student is trying to know is fertilizer gonna help for the growth of the plant by comparing with one that's added fertilizer and one that's not.",1984,when the rabbit's population is decreasing foxes's population started to increase,70-100 amounts of fertilizer are the best amount of fertilizer to add to the yields because they get the highest kg of rice,"I will be putting the same amount of different types of food, sunflower seeds and thistle seeds in the same area, and put a camera in front of them and record to see how many birds would come to different food or seeds.","Because rising ocean temperature would affect the survival of Algae which will have less Algae A , so there's no enough Algae A to provide sugar to Coral A, so It might cause the Coral appear white and dead","Asian silver carp will affect all the fish in the same way, because when Asian silver carp came to the lake, both Shad and Shiner decreased. That's because they got eaten by Asian silver carp.But Smallmouth bass  increased because one of their main food is Asian silver carp, so when Asian silver carp came to the lake, they get more food so their population increased",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,sometimes the job is fun,"The girl always dreams about weird stuff, that's kind of ridiculous ", I learned about there's different animals in different sites
6/15/23 13:01,6/15/23 13:07,IP Address,209.6.3.166,100,324,TRUE,6/15/23 13:07,R_2diOtfFCTWUOOXs,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday46,EasyGuitar,,3,2,3,3,3,1,2,Definitely false,Definitely false,Definitely false,Definitely false,Definitely false,Definitely true,Definitely false,Definitely false,Does fertilizer added to the soil lead to taller flowering plants?,idk,450,it just does,idk,none,no,idkkk,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,nothing,yes ,no ways
6/15/23 12:57,6/15/23 13:13,IP Address,209.6.3.166,100,919,TRUE,6/15/23 13:13,R_10CQmtuvDOgMUpE,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday47,WarmestLobby,,6,5,6,5,6,5,5,A little bit true,A little bit true,A little bit false,A little bit false,A little bit true,Mostly false,Mostly true,Mostly true,Does fertilizer added to the soil lead to taller flowering plants?,Because the student only adds fertilizer to plant A and not plant B so he is testing for the difference.,1985,They both drop and go up but at different times when one goes up the other goes down showing the relation between them,with the right amount of fertilzer you get more rice but if you add to less or to much their would be a less amount.,I would first lay out some sunflower seeds and see how many birds they attract. Then I would go to the same spot a couple of hours later and lay out thistle seeds. Counting the number of birds will help us know which one the birds prefer more,I believe that if one of the corals has more access to the needed resources to stay healthy it would take away from another coral leaving it unhealthy,The Asian silver carp affect all fish in the same way. The Asian silver carp is an invasive species not taken to lake erie and that can hurt its ecosystem. The prey of the silver carp is already it eaten by other fish which can decrease the populations of their prey setting off a chain reaction and ultimately ruining the ecosystem.,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Driving the sub,The jobs got repetitive there's too many.,It helped me learn about a lot of ecosystems 
6/15/23 9:08,6/15/23 9:22,IP Address,209.6.3.166,100,849,TRUE,6/15/23 9:22,R_UMjvS3qd36n1Mo9,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday5,FormalUpward,,4,4,4,4,4,4,4,Mostly false,Mostly false,Definitely false,Mostly false,A little bit true,A little bit false,Mostly false,Mostly false,Does fertilizer added to the soil lead to taller flowering plants?,Because the only change is fertilizer and they are tracking height.,1984,Foxes eat rabbits,more fertilizer helps it grow but too much slows it,put out feeders with each kind and see which gets more birds. ,I don't know,Asian silver carp are eating Shad and Shiner which is why they are decreasing but Smallmouth bass is increasing because their main food source are Asian silver carp.,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Getting to learn about plants and animals in the ocean.,sometimes hard to use,Made learning science fun
6/15/23 12:59,6/15/23 13:14,IP Address,209.6.3.166,100,894,TRUE,6/15/23 13:14,R_2hMpUB3ugU0WwQV,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday50,NosyNet,,2,2,2,2,2,2,3,Mostly false,A little bit false,Mostly false,A little bit false,Definitely false,Definitely false,Definitely false,Definitely false,Does fertilizer added to the soil lead to taller flowering plants?,Because its the only question that involves fertilizer that make sense.,1983,When there is more fox there is less rabit and vice versa.,if there is more then 70 nitrogen per area is stops being the most efficent.,put an equal amount of sun flower seeds and thistle seeds on a table and see which one the bird eats first. I would collect data on which bird eats which seeds first.,I can't understand the model.,The Asian carp made all of the population of the organisms decrease. I'm saying this because the chart says. The chart is important because its the only data I have.,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Good interfaces and UI.,"Hard to navigate the game at first, you can waste a lot of time because it allows you to do jobs you don't have the tools for.",It helped me learn about how each Eco system is different.
6/15/23 12:58,6/15/23 13:18,IP Address,209.6.3.166,100,1252,TRUE,6/15/23 13:18,R_1ojN9o3dwIFxMte,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday52,AdmiringPlate,,5,3,4,4,4,4,4,A little bit true,A little bit true,Mostly true,Mostly true,Mostly false,A little bit true,Mostly false,Mostly false,Does fertilizer added to the soil lead to taller flowering plants?,"I think this is the question being tested because 10ml of fertilizer is being added to just one plant out of two, and in the beginning it stated that they was recording the growth of the plants. So, these are the two factors that lead to the question, ""Does fertilizer added to the soil lead to taller flowering plants?""",1985,"When the fox population goes down, the rabbit population goes up. When the fox population goes up, the rabbit population goes down. Since foxes eat rabbits, this relationship makes sense. ","When the amount of fertilizer is from 70-80, the yield or rice is the greatest. This is areas 5 through 7.","The bird-watcher could construct two bird houses around the same area (same amount of birds), and they could put the same amount of the different seeds in each house. They would be comparing which type of food attracts birds more. After 1 or 2 weeks, she can check how many seeds are left in each house. If there are more sunflower seeds, then the thistle seeds attracted birds more and vice versa.","I think some corals appear white and dead because of the rising ocean temperatures. However, they only affect Algae A meaning only the Coral A is affected because the algae provide sugar for it. Since the ocean temperature doesn't affect algae B, the Coral B is still healthy and colorful.  ","I think that the Asian silver cap does affect the fish in the same way. In the table, it shows how the silver carp eat small plants and animals. It also shows that the small plants and animals are decreasing by a close amount (15% difference). If this statement is correct, it proves how the Asian silver carp are increasing because the other small plants and animals are decreasing. ",Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I liked how it was very realistic and organized. I liked how there were different jobs and different stations/people. I also liked the mysteries/unknown aspects of the sister and her friend.,"I think during some of the harder jobs, Victor could've been more helpful, but overall, I don't have many complaints!","I think it helped us in a fun way to learn about different environments and organisms, and how scientists use different materials to learn, collect data, and solve problems!!"
6/15/23 12:58,6/15/23 13:18,IP Address,209.6.3.166,100,1187,TRUE,6/15/23 13:18,R_1kXmD23KOAnNH56,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday53,CapableTruth,,4,3,4,4,4,4,3,A little bit false,Mostly false,A little bit true,Mostly false,A little bit true,Mostly false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,It looks like they are trying to compare plants that have fertilizer to plants that dont.,1985,Tey both have like a graduate rise and fall almost at the same time.,70-100 units of fertilizer makes around 26.2 kg of rice per area. I know this because it was stated on the plot.,Put the 2 types of food out and see which one runs out the fastest.,The higher ocean temperatures affect the algae which is the coral's source of food. ,I think the Asian silver carp won't affect all the species in the same way. The silver carp eats other fish but not all of them so the Asian silver carp should be affecting the Smallmouth bass differently. The smallmouth bass actually eats the silver arp so that's not possible.,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,It was a good story made into a game. Very creative.,Some glitches and fixes need to be made here and there.,Learn more about what scientists do.
6/15/23 13:00,6/15/23 13:20,IP Address,209.6.3.166,100,1208,TRUE,6/15/23 13:20,R_qDXwlbpveDZzqOB,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday54,RoboticYurt,,3,2,3,3,3,3,3,Mostly false,Mostly false,Definitely false,Definitely false,A little bit false,A little bit true,Mostly false,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,It shows them adding fertilizer to one of the plants but not the other one.,1985,The foxes and the rabbits connect on some parts like when the rabbits go down the foxes go up.,I don't know,Make 2 bird feeders one should have thistle seeds and the other should have sunflower seeds. You leave them in the backyard for a week or so. Then you can see which one attracts more.,Something in the ecosystem changed. Maybe the coral got into one of the corals and destroyed that type and changed it. Then the coral moved somewhere else.,"I think the Asian carp will affect all the fish in some way. On the data chart when the Asian carp came into the waters, the Shad and Shiner decreased. I think this is because there is more silver carp them most of the fishes out there. Another reason I have is the increase of the smallmouth bass. That proves that there has to be an increase of Asian carp because of the increase of the smallmouth bass.",Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,I like the way it was structured. I like how easy it was to play and understand the game.,Job journal.,It helps me understand ecosystems and different kinds of fish.
6/15/23 12:56,6/15/23 13:13,IP Address,209.6.3.166,100,988,TRUE,6/15/23 13:13,R_3HCgfUQq67JvGPR,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday55,BandagedAirman,"num blank, rmoved space",4,3,4,4,4,3,4,A little bit true,A little bit false,A little bit false,Mostly false,A little bit true,Mostly false,A little bit true,Mostly true,Does fertilizer added to the soil lead to taller flowering plants?,I think it is being tested because since you don't know much about the experiment it has to be a broad answer  ,1984,Let bother had spikes population in the same years,The right amount of fertilizer is best for plants so not to little and not to much ,Put the different types of bird seeds in all different feeders and at the end of a week se which feeder has less food left over. ,They are different because in certain spots of the ocean the temperature of the water is different and when the water is warm from the sun the coral dies. ,They effect the fish populations because they give much food to small mouth bass and that causing the fish to reproduce more and they make other fish decrease because t Asian silver carp eat the small fish and plants and many other fish too so there is not enough for all the fish and some die. ,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I liked the fact that it was something new and was something everyone could go at there own pace ,I didn't like some of the jobs that don't tell you what to do next.,I victor was more informative 
6/15/23 12:54,6/15/23 13:15,IP Address,209.6.3.166,100,1304,TRUE,6/15/23 13:16,R_rpyjzgoFxYYOcg1,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday57,Brainytiara,,3,3,3,3,3,3,3,Mostly false,Definitely false,Definitely false,Definitely false,A little bit false,A little bit false,Definitely false,Definitely false,Does fertilizer added to the soil lead to taller flowering plants?,"Because when they put fertilizer in it is supposed to help make it grow more and better and they are trying to see the actual effect. 
",1984,"Because when the rabbit's population size goes down, the foxes do too.  ","The amount of fertilizer added, the more it grows because in each area when they said the more fertilizer the yield of rice also went up. 
 ",You can put 2 bowls of seeds and see which bowl of seeds will have none left first. ,"When coral b eats algae b it gives it nutrition, and coral a eats algae a.","Asian silver carp would not affect the fish in the same way because not all of the fish eat each other. All fish might not eat each other and they may not even interact with each other. The fish population could go down because of the water or plants, not just because of a fish. ",Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,I like some of the jobs because they are fun.,"Having to do the job journal because sometimes the job doesn't really help you answer the question, and when you scan stuff, there are certain things you don't have to scan and they don't tell you. ",I learned how tor read the models.
6/15/23 12:58,6/15/23 13:32,IP Address,209.6.3.166,100,2053,TRUE,6/15/23 13:32,R_1gOT5YHqXj4apsq,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday58,CovertFrame,,3,4,3,2,3,4,3,Mostly false,A little bit false,A little bit false,A little bit true,Mostly true,Definitely true,Definitely false,Definitely true,Does fertilizer added to the soil lead to taller flowering plants?,The fertilizer is being used in only one plant so that must be what the scientist is measuring.,1985,When the fox population goes up the rabbit population goes way up- almost 3 times more,70 units of fertilizer yielded the most rice.,"The two variables would be sunflowers seeds. I would make sure the following things are the same in my experiment:
same birdfeeder
same amount of seeds (measure the seeds in grams)
put out seeds on a different day count the birds with a video camera
I would collect how many birds came on day 1 compared to day 2
",he English words are too difficult here.,Shiner fish were the most effected by the Carp.,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I liked the different jobs and ecosystems.,It was sometimes hard to know what to do next because I am new to English. I wish it could in Russian too.,I learned about different ecosystems.
6/15/23 9:57,6/15/23 10:13,IP Address,209.6.3.166,100,981,TRUE,6/15/23 10:13,R_1l4ZSmFnW4xcsFO,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday59,SwiftMud,,4,2,4,4,5,1,5,Definitely false,A little bit true,Mostly false,A little bit true,Definitely false,Definitely true,Definitely false,Definitely false,Does fertilizer added to the soil lead to taller flowering plants?,I think this is correct because only one pot has fertilizer so you can see the difference.,1984,"When there are less foxes, there are more rabbits.","The ideal amount of fertilizer is 70-100. This is because in those yields, the most amount of rice was grown.",Put different seeds in different bird feeders. Count how many birds go to each one. Whatever feeder attracted the most birds is the seed they like the best.,"If the temperatures affect the algae, then the algae can't provide sugar for the coral.",The bass increases because it eats the carp. The shad and shiner decrease because the carp is eating its food.,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,nothing,everything,nothing
6/15/23 9:10,6/15/23 9:38,IP Address,209.6.3.166,100,1690,TRUE,6/15/23 9:38,R_cYk2WnAkUgDWJWx,,,,,42.3725,-71.1814,anonymous,EN,ML,mlday6,Eloquentpine,,3,2,2,3,3,2,2,Definitely false,A little bit false,Definitely false,Mostly false,A little bit false,Mostly false,Mostly false,Definitely false,How much fertilizer do flowering plants need?, because he is only adding fertilizer to one of the plants and he added water to both of the plants,1981,the more rabbits there were the less foxes there were but when the rabbits died out the fox population started growing,you have to find the perfect amount of fertilizer for the rice to grow properly like in the graph too much fertilizer or too little fertilizer leads to less plants.,put sunflower seeds in one bird feeder and thistle seeds in another bird feeder and over time see which one attracts more birds.,because too much heat makes the algae die out and too little algae makes the coral die out..,there is more fish if the small mouth bass ate the Asian silver carp.,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,the boat movement controls,it introduced me to the ecosystems of the ocean
