PlayerID	SessionCount	PlayerAttributes	QuitLevel	QuitLevel-EventName	QuitLevel-NodeID	QuitType	QuitType-BetweenLevels	QuitType-OnFail	QuitType-OnCheckpoint	QuitType-Other	SkillSequenceCount	SkillSequenceCount-Event Sequence	SnippetReceivedCount	SnippetReceivedCount-Bad	SnippetReceivedCount-Good	SnippetReceivedCount-Great	TopAttribute	TopAttribute-Names	TotalFails	WorstAttribute	WorstAttribute-Names	lvl1_AttributeView	lvl2_AttributeView	lvl3_AttributeView	lvl4_AttributeView	lvl5_AttributeView	lvl6_AttributeView	lvl1_EditorNoteOpen	lvl2_EditorNoteOpen	lvl3_EditorNoteOpen	lvl4_EditorNoteOpen	lvl5_EditorNoteOpen	lvl6_EditorNoteOpen	lvl1_FailureAttributes	lvl2_FailureAttributes	lvl3_FailureAttributes	lvl4_FailureAttributes	lvl5_FailureAttributes	lvl6_FailureAttributes	lvl1_FailureCount	lvl1_FailureCount-OutOfTime	lvl1_FailureCount-LowAttribute	lvl2_FailureCount	lvl2_FailureCount-OutOfTime	lvl2_FailureCount-LowAttribute	lvl3_FailureCount	lvl3_FailureCount-OutOfTime	lvl3_FailureCount-LowAttribute	lvl4_FailureCount	lvl4_FailureCount-OutOfTime	lvl4_FailureCount-LowAttribute	lvl5_FailureCount	lvl5_FailureCount-OutOfTime	lvl5_FailureCount-LowAttribute	lvl6_FailureCount	lvl6_FailureCount-OutOfTime	lvl6_FailureCount-LowAttribute	lvl1_FinalAttributes	lvl2_FinalAttributes	lvl3_FinalAttributes	lvl4_FinalAttributes	lvl5_FinalAttributes	lvl6_FinalAttributes	lvl1_LevelCompleted	lvl2_LevelCompleted	lvl3_LevelCompleted	lvl4_LevelCompleted	lvl5_LevelCompleted	lvl6_LevelCompleted	lvl1_SnippetsCollected	lvl1_SnippetsCollected-Qualities	lvl1_SnippetsCollected-Types	lvl2_SnippetsCollected	lvl2_SnippetsCollected-Qualities	lvl2_SnippetsCollected-Types	lvl3_SnippetsCollected	lvl3_SnippetsCollected-Qualities	lvl3_SnippetsCollected-Types	lvl4_SnippetsCollected	lvl4_SnippetsCollected-Qualities	lvl4_SnippetsCollected-Types	lvl5_SnippetsCollected	lvl5_SnippetsCollected-Qualities	lvl5_SnippetsCollected-Types	lvl6_SnippetsCollected	lvl6_SnippetsCollected-Qualities	lvl6_SnippetsCollected-Types	lvl1_SnippetsSubmitted	lvl2_SnippetsSubmitted	lvl3_SnippetsSubmitted	lvl4_SnippetsSubmitted	lvl5_SnippetsSubmitted	lvl6_SnippetsSubmitted	lvl1_StoryAlignment	lvl2_StoryAlignment	lvl3_StoryAlignment	lvl4_StoryAlignment	lvl5_StoryAlignment	lvl6_StoryAlignment	lvl1_StoryAlignmentSequence	lvl2_StoryAlignmentSequence	lvl3_StoryAlignmentSequence	lvl4_StoryAlignmentSequence	lvl5_StoryAlignmentSequence	lvl6_StoryAlignmentSequence	lvl1_StoryScore	lvl2_StoryScore	lvl3_StoryScore	lvl4_StoryScore	lvl5_StoryScore	lvl6_StoryScore	lvl1_StoryScoreSequence	lvl2_StoryScoreSequence	lvl3_StoryScoreSequence	lvl4_StoryScoreSequence	lvl5_StoryScoreSequence	lvl6_StoryScoreSequence	ContinuesOnFail	GameComplete	UserPlayTime	UserPlayTime-Active
"LucidJet"	1	"[1,3,1,2,1,1]"	1	"display_choices"	"None"	"Other"	false	false	false	true	4	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 18:48:55", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 18:49:27", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 18:49:59", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 18:51:17", "index": 3}]	3	0	2	1	3	["resourceful"]	0	1	["endurance", "tech", "trust", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 3, "tech": 1, "social": 2, "trust": 1, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:13:06.926000"	"0:13:06.926000"
"MadBallet"	1	"[1,2,1,3,2,2]"	1	"time_expired"	"TellTheShopOwnerToLeaveTheCheeseAndRun"	"Other"	false	false	false	true	7	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 17:19:25", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 17:21:51", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 17:25:14", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 17:25:59", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 17:27:46", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 17:28:15", "index": 5}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 17:29:44", "index": 6}]	5	0	3	2	3	["social"]	3	1	["endurance", "tech"]	4	0	0	0	0	0	0	0	0	0	0	0	[{"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 2, "research": 3}, {"endurance": 1, "resourceful": 2, "tech": 1, "social": 1, "trust": 2, "research": 3}, {"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 2, "research": 3}]	[]	[]	[]	[]	[]	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 1, "social": 3, "trust": 2, "research": 2}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	["@932A76D4", "@B7A5E498", "@8228E43A"]	["Great", "Good", "Good"]	["Photo", "Observation", "Photo"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[0, 0, 0]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[0, 0, 0]	[]	[]	[]	[]	[]	3	false	"1:48:07.864000"	"0:31:30.618000"
"MagicSalon"	1	"[1,2,1,2,1,1]"	0	"display_text_dialog"	"Office1-Online"	"Other"	false	false	false	true	1	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 21:35:17", "index": 0}]	2	1	1	0	2	["resourceful", "social"]	0	1	["endurance", "tech", "trust", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:17:55.254000"	"0:15:44.218000"
"MagicalNation"	1	"[2,2,5,2,3,2]"	3	"display_text_dialog"	"TomorrowMorning8A.M"	"Other"	false	false	false	true	7	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 17:45:05", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-09-29 17:46:07", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-09-29 17:47:03", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-29 17:54:38", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-09-29 18:02:16", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:03:16", "index": 5}, {"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:09:35", "index": 6}]	18	5	8	5	5	["tech"]	0	2	["endurance", "resourceful", "social", "research"]	1	2	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 2, "trust": 2, "research": 2}	{"endurance": 1, "resourceful": 2, "tech": 5, "social": 2, "trust": 3, "research": 2}	{"endurance": 2, "resourceful": 2, "tech": 5, "social": 2, "trust": 3, "research": 2}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	true	false	false	false	false	["@260B04B1", "@BDDCD221", "@CAAE645C", "@D55E703E"]	["Bad", "Good", "Great", "Bad"]	["Quote", "Fact", "Photo", "Quote"]	["@86A585D6", "@D632286E", "@07CEC29F", "@11F1B0E8", "@EB9ACCCF", "@39AE4E5F", "@620E6928"]	["Bad", "Bad", "Bad", "Good", "Good", "Good", "Good"]	["Photo", "Observation", "Graph", "Fact", "Fact", "Quote", "Quote"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@260B04B1", "@BDDCD221", "@CAAE645C", "@D55E703E"]	["@86A585D6", "@D632286E", "@07CEC29F", "@11F1B0E8", "@EB9ACCCF", "@39AE4E5F", "@620E6928"]	[]	[]	[]	[]	0.194	0.55	0	0	0	0	[0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	[]	-1	-1	0	0	0	0	[0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	[]	0	false	"0:52:42.658000"	"0:52:42.658000"
"MagicalPulse"	1	"[1,2,2,3,1,1]"	1	"text_click"	"EjectWastedTooMuchTime"	"OnFail"	false	true	false	false	4	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-01 23:17:46", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-10-01 23:18:41", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 00:05:53", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 00:07:14", "index": 3}]	5	1	4	0	3	["social"]	1	1	["endurance", "trust", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[{"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 1, "research": 1}]	[]	[]	[]	[]	[]	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 1, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"1:47:22.116000"	"0:28:37.230000"
"MajesticGem"	1	"[1,3,1,2,2,1]"	1	"display_text_dialog"	"GetReadyPart2"	"Other"	false	false	false	true	3	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 00:32:24", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 00:33:01", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 00:33:53", "index": 2}]	7	0	3	4	3	["resourceful"]	0	1	["endurance", "tech", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 3, "tech": 1, "social": 2, "trust": 2, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:18:34.734000"	"0:18:34.734000"
"MajorSwan"	1	[0, 0, 0, 0, 0, 0]	0	"display_text_dialog"	"CallYourEditor"	"Other"	false	false	false	true	0	[]	0	0	0	0	0	[]	0	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:00:43.538000"	"0:00:43.538000"
"MammothBout"	1	"[3,2,2,3,3,4]"	2	"display_text_dialog"	"AssignmentScienceStory"	"Other"	false	false	false	true	9	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 17:16:56", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 17:17:28", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 17:19:35", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":-1,\"Trust\":0}", "time": "2023-10-02 17:22:21", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 17:22:48", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 17:23:21", "index": 5}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 17:24:49", "index": 6}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 17:25:40", "index": 7}, {"skill": "{\"Research\":2,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 17:30:08", "index": 8}]	7	0	5	2	4	["research"]	2	2	["resourceful", "tech"]	0	1	0	0	0	0	0	0	0	0	0	0	[{"endurance": 1, "resourceful": 2, "tech": 3, "social": 4, "trust": 2, "research": 5}, {"endurance": 1, "resourceful": 1, "tech": 2, "social": 1, "trust": 3, "research": 4}]	[]	[]	[]	[]	[]	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 3, "research": 4}	{"endurance": 3, "resourceful": 2, "tech": 2, "social": 3, "trust": 3, "research": 4}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	false	false	false	false	false	["@CB19BD38", "@3A9CA0E7", "@932A76D4", "@B7A5E498", "@8228E43A"]	["Good", "Great", "Great", "Good", "Good"]	["Photo", "Quote", "Photo", "Observation", "Photo"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@CB19BD38", "@3A9CA0E7", "@932A76D4", "@B7A5E498", "@8228E43A"]	[]	[]	[]	[]	[]	0.16	0	0	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	[]	[]	2	0	0	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	[]	[]	2	false	"0:29:53.028000"	"0:29:53.028000"
"MaterialGray"	1	"[1,3,1,2,2,1]"	0	"display_text_dialog"	"ArriveAtWork"	"Other"	false	false	false	true	3	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 15:09:26", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-09-29 15:10:10", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-09-29 15:12:00", "index": 2}]	1	0	0	1	3	["resourceful"]	0	1	["endurance", "tech", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:27:46.256000"	"0:09:22.634000"
"MeltedHarp"	1	"[1,2,1,2,1,1]"	0	"stat_update"	"RoundUpYourTechAndRainGear"	"Other"	false	false	false	true	1	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 14:00:58", "index": 0}]	0	0	0	0	2	["resourceful", "social"]	0	1	["endurance", "tech", "trust", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	"0:06:26.578000"	"0:03:20.502000"
"MeltedKazoo"	1	"[1,2,3,3,4,4]"	4	"display_choices"	"None"	"Other"	false	false	false	true	8	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 15:36:38", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 15:38:55", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 15:41:19", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-10-02 15:45:47", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 15:46:09", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 15:49:34", "index": 5}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 15:51:26", "index": 6}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 15:52:12", "index": 7}]	27	5	15	7	4	["trust", "research"]	0	1	["endurance"]	0	1	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 1, "social": 3, "trust": 2, "research": 2}	{"endurance": 1, "resourceful": 2, "tech": 2, "social": 3, "trust": 4, "research": 3}	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 3, "trust": 4, "research": 4}	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 3, "trust": 4, "research": 4}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	true	true	false	false	false	["@CAAE645C", "@BDDCD221", "@932A76D4"]	["Great", "Good", "Great"]	["Photo", "Fact", "Photo"]	["@D632286E", "@07CEC29F", "@11F1B0E8", "@EB9ACCCF", "@39AE4E5F", "@620E6928", "@03C9AFF9", "@EE30D857"]	["Bad", "Bad", "Good", "Good", "Good", "Good", "Bad", "Great"]	["Observation", "Graph", "Fact", "Fact", "Quote", "Quote", "Quote", "Quote"]	["@C10E0BDE", "@2072DF3F", "@D0C1271D", "@F141D9AB", "@51212A4C", "@D58E05F7", "@604F44DC"]	["Good", "Bad", "Bad", "Good", "Great", "Good", "Good"]	["Quote", "Quote", "Photo", "Photo", "Quote", "Quote", "Quote"]	["@04E7723C", "@DDEB34CE", "@2EA73652", "@DD369B74", "@6C15C621", "@0F4CA01E"]	["Good", "Great", "Great", "Good", "Good", "Good"]	["Quote", "Quote", "Quote", "Quote", "Quote", "Quote"]	[]	[]	[]	[]	[]	[]	["@CAAE645C", "@BDDCD221", "@932A76D4"]	["@D632286E", "@07CEC29F", "@11F1B0E8", "@EB9ACCCF", "@39AE4E5F", "@620E6928", "@03C9AFF9", "@EE30D857"]	["@C10E0BDE", "@2072DF3F", "@D0C1271D", "@F141D9AB", "@51212A4C", "@D58E05F7", "@604F44DC"]	[]	[]	[]	0.16	0.8	0.3	0	0	0	[0, 0, 0]	[0, 0, 0, 0, 0]	[0, 0, 0, 0, 0]	[]	[]	[]	2	0	1	0	0	0	[0, 0, 0]	[0, 0, 0, 0, 0]	[0, 0, 0, 0, 0]	[]	[]	[]	0	true	"0:54:23.340000"	"0:54:23.340000"
